col0 col1
20561.52 83470013431808.0
20561.56 83469342343168.0
20561.6 83468780306432.0
20561.64 83468285378560.0
20561.68 83467790450688.0
20561.72 83467278745600.0
20561.76 83466733486080.0
20561.8 83466163060736.0
20561.84 83465575858176.0
20561.88 83464963489792.0
20561.92 83464342732800.0
20561.96 83463680032768.0
20562.0 83462941835264.0
20562.04 83462069420032.0
20562.08 83461096341504.0
20562.12 83460165206016.0
20562.16 83459418619904.0
20562.2 83458839805952.0
20562.24 83458109997056.0
20562.28 83456927203328.0
20562.32 83455283036160.0
20562.36 83453613703168.0
20562.4 83452531572736.0
20562.44 83452271525888.0
20562.48 83452556738560.0
20562.52 83452951003136.0
20562.56 83453169106944.0
20562.6 83453118775296.0
20562.64 83452825174016.0
20562.68 83452330246144.0
20562.72 83451726266368.0
20562.76 83451080343552.0
20562.8 83450426032128.0
20562.84 83449788497920.0
20562.88 83449142575104.0
20562.92 83448488263680.0
20562.96 83447800397824.0
20563.0 83447070588928.0
20563.04 83446324002816.0
20563.08 83445585805312.0
20563.12 83444864385024.0
20563.16 83444159741952.0
20563.2 83443362824192.0
20563.24 83442305859584.0
20563.28 83440577806336.0
20563.32 83437180420096.0
20563.36 83429966217216.0
20563.4 83415479091200.0
20563.44 83390069997568.0
20563.48 83353856376832.0
20563.52 83316099252224.0
20563.56 83294196596736.0
20563.6 83300982980608.0
20563.64 83331844669440.0
20563.68 83368729378816.0
20563.72 83396730552320.0
20563.76 83413004451840.0
20563.8 83421812490240.0
20563.84 83426912763904.0
20563.88 83429798445056.0
20563.92 83431081902080.0
20563.96 83431434223616.0
20564.0 83431392280576.0
20564.04 83431165788160.0
20564.08 83430855409664.0
20564.12 83430410813440.0
20564.16 83429907496960.0
20564.2 83429370626048.0
20564.24 83428816977920.0
20564.28 83428254941184.0
20564.32 83427676127232.0
20564.36 83427105701888.0
20564.4 83426518499328.0
20564.44 83425939685376.0
20564.48 83425344094208.0
20564.52 83424756891648.0
20564.56 83424161300480.0
20564.6 83423574097920.0
20564.64 83422978506752.0
20564.68 83422374526976.0
20564.72 83421778935808.0
20564.76 83421183344640.0
20564.8 83420579364864.0
20564.84 83419966996480.0
20564.88 83419337850880.0
20564.92 83418683539456.0
20564.96 83417987284992.0
20565.0 83417299419136.0
20565.04 83416661884928.0
20565.08 83416083070976.0
20565.12 83415537811456.0
20565.16 83414917054464.0
20565.2 83414187245568.0
20565.24 83413356773376.0
20565.28 83412517912576.0
20565.32 83411771326464.0
20565.36 83411150569472.0
20565.4 83410580144128.0
20565.44 83410034884608.0
20565.48 83409531568128.0
20565.52 83409036640256.0
20565.56 83408449437696.0
20565.6 83407761571840.0
20565.64 83407082094592.0
20565.68 83406536835072.0
20565.72 83406134181888.0
20565.76 83405765083136.0
20565.8 83405328875520.0
20565.84 83404808781824.0
20565.88 83404238356480.0
20565.92 83403634376704.0
20565.96 83403030396928.0
20566.0 83402401251328.0
20566.04 83401738551296.0
20566.08 83400991965184.0
20566.12 83400111161344.0
20566.16 83399154860032.0
20566.2 83398290833408.0
20566.24 83397686853632.0
20566.28 83397342920704.0
20566.32 83397074485248.0
20566.36 83396722163712.0
20566.4 83396227235840.0
20566.44 83395598090240.0
20566.48 83394868281344.0
20566.52 83394054586368.0
20566.56 83393173782528.0
20566.6 83392276201472.0
20566.64 83391496060928.0
20566.68 83390942412800.0
20566.72 83390615257088.0
20566.76 83390363598848.0
20566.8 83390019665920.0
20566.84 83389549903872.0
20566.88 83388996255744.0
20566.92 83388392275968.0
20566.96 83387771518976.0
20567.0 83387142373376.0
20567.04 83386479673344.0
20567.08 83385775030272.0
20567.12 83385045221376.0
20567.16 83384315412480.0
20567.2 83383652712448.0
20567.24 83383057121280.0
20567.28 83382478307328.0
20567.32 83381807218688.0
20567.36 83380859305984.0
20567.4 83378862817280.0
20567.44 83373410222080.0
20567.48 83358696603648.0
20567.52 83326526291968.0
20567.56 83274709860352.0
20567.6 83218690736128.0
20567.64 83188449804288.0
20567.68 83203616407552.0
20567.72 83253511847936.0
20567.76 83308146851840.0
20567.8 83345887199232.0
20567.84 83364182753280.0
20567.88 83370600038400.0
20567.92 83372093210624.0
20567.96 83372084822016.0
20568.0 83371648614400.0
20568.04 83371044634624.0
20568.08 83370256105472.0
20568.12 83369215918080.0
20568.16 83367915683840.0
20568.2 83366514786304.0
20568.24 83365248106496.0
20568.28 83364350525440.0
20568.32 83363939483648.0
20568.36 83364006592512.0
20568.4 83364182753280.0
20568.44 83364174364672.0
20568.48 83363880763392.0
20568.52 83363369058304.0
20568.56 83362731524096.0
20568.6 83362077212672.0
20568.64 83361464844288.0
20568.68 83360944750592.0
20568.72 83360508542976.0
20568.76 83360063946752.0
20568.8 83359527075840.0
20568.84 83358830821376.0
20568.88 83357983571968.0
20568.92 83357111156736.0
20568.96 83356414902272.0
20569.0 83355970306048.0
20569.04 83355685093376.0
20569.08 83355366326272.0
20569.12 83354921730048.0
20569.16 83354351304704.0
20569.2 83353629884416.0
20569.24 83352690360320.0
20569.28 83351432069120.0
20569.32 83349922119680.0
20569.36 83348428947456.0
20569.4 83347430703104.0
20569.44 83347044827136.0
20569.48 83346952552448.0
20569.52 83346751225856.0
20569.56 83346323406848.0
20569.6 83345903976448.0
20569.64 83345660706816.0
20569.68 83345492934656.0
20569.72 83345232887808.0
20569.76 83344779902976.0
20569.8 83344209477632.0
20569.84 83343647440896.0
20569.88 83343144124416.0
20569.92 83342674362368.0
20569.96 83342187823104.0
20570.0 83341642563584.0
20570.04 83341063749632.0
20570.08 83340459769856.0
20570.12 83339855790080.0
20570.16 83339243421696.0
20570.2 83338622664704.0
20570.24 83337993519104.0
20570.28 83337339207680.0
20570.32 83336651341824.0
20570.36 83335913144320.0
20570.4 83335124615168.0
20570.44 83334193479680.0
20570.48 83332918411264.0
20570.52 83331165192192.0
20570.56 83329177092096.0
20570.6 83327625199616.0
20570.64 83327071551488.0
20570.68 83327482593280.0
20570.72 83328271122432.0
20570.76 83328858324992.0
20570.8 83329000931328.0
20570.84 83328732495872.0
20570.88 83328212402176.0
20570.92 83327516147712.0
20570.96 83326694064128.0
20571.0 83325821648896.0
20571.04 83325041508352.0
20571.08 83324462694400.0
20571.12 83323992932352.0
20571.16 83323313455104.0
20571.2 83321870614528.0
20571.24 83319018487808.0
20571.28 83314681577472.0
20571.32 83310160117760.0
20571.36 83307719032832.0
20571.4 83308650168320.0
20571.44 83311879782400.0
20571.48 83315117785088.0
20571.52 83316996833280.0
20571.56 83317508538368.0
20571.6 83317240102912.0
20571.64 83316602568704.0
20571.68 83315654656000.0
20571.72 83314270535680.0
20571.76 83312483762176.0
20571.8 83310755708928.0
20571.84 83309723910144.0
20571.88 83309656801280.0
20571.92 83310076231680.0
20571.96 83310353055744.0
20572.0 83310227226624.0
20572.04 83309858127872.0
20572.08 83309405143040.0
20572.12 83308935380992.0
20572.16 83308423675904.0
20572.2 83307870027776.0
20572.24 83307307991040.0
20572.28 83306737565696.0
20572.32 83306200694784.0
20572.36 83305672212480.0
20572.4 83305152118784.0
20572.44 83304598470656.0
20572.48 83304019656704.0
20572.52 83303424065536.0
20572.56 83302811697152.0
20572.6 83302199328768.0
20572.64 83301561794560.0
20572.68 83300873928704.0
20572.72 83300093788160.0
20572.76 83299229761536.0
20572.8 83298390900736.0
20572.84 83297711423488.0
20572.88 83297241661440.0
20572.92 83296889339904.0
20572.96 83296486686720.0
20573.0 83295958204416.0
20573.04 83295295504384.0
20573.08 83294548918272.0
20573.12 83293802332160.0
20573.16 83293106077696.0
20573.2 83292476932096.0
20573.24 83291898118144.0
20573.28 83291310915584.0
20573.32 83290698547200.0
20573.36 83290077790208.0
20573.4 83289515753472.0
20573.44 83289020825600.0
20573.48 83288551063552.0
20573.52 83288064524288.0
20573.56 83287536041984.0
20573.6 83286965616640.0
20573.64 83286378414080.0
20573.68 83285766045696.0
20573.72 83285128511488.0
20573.76 83284348370944.0
20573.8 83283148800000.0
20573.84 83280934207488.0
20573.88 83276974784512.0
20573.92 83271077593088.0
20573.96 83264601587712.0
20574.0 83260214345728.0
20574.04 83260088516608.0
20574.08 83263922110464.0
20574.12 83269232099328.0
20574.16 83273501900800.0
20574.2 83275724881920.0
20574.24 83276177866752.0
20574.28 83275280285696.0
20574.32 83272822423552.0
20574.36 83267847979008.0
20574.4 83259711029248.0
20574.44 83249971855360.0
20574.48 83242975756288.0
20574.52 83242724098048.0
20574.56 83248889724928.0
20574.6 83257160892416.0
20574.64 83263536234496.0
20574.68 83266900066304.0
20574.72 83268133191680.0
20574.76 83268342906880.0
20574.8 83268133191680.0
20574.84 83267764092928.0
20574.88 83267327885312.0
20574.92 83266841346048.0
20574.96 83266296086528.0
20575.0 83265717272576.0
20575.04 83265130070016.0
20575.08 83264526090240.0
20575.12 83263930499072.0
20575.16 83263326519296.0
20575.2 83262722539520.0
20575.24 83262110171136.0
20575.28 83261506191360.0
20575.32 83260902211584.0
20575.36 83260298231808.0
20575.4 83259685863424.0
20575.44 83259081883648.0
20575.48 83258469515264.0
20575.52 83257857146880.0
20575.56 83257244778496.0
20575.6 83256615632896.0
20575.64 83255978098688.0
20575.68 83255298621440.0
20575.72 83254560423936.0
20575.76 83253763506176.0
20575.8 83252933033984.0
20575.84 83252077395968.0
20575.88 83251171426304.0
20575.92 83250181570560.0
20575.96 83249200103424.0
20576.0 83248453517312.0
20576.04 83248059252736.0
20576.08 83247899869184.0
20576.12 83247723708416.0
20576.16 83247421718528.0
20576.2 83247019065344.0
20576.24 83246557691904.0
20576.28 83246029209600.0
20576.32 83245400064000.0
20576.36 83244670255104.0
20576.4 83243915280384.0
20576.44 83243227414528.0
20576.48 83242665377792.0
20576.52 83242212392960.0
20576.56 83241792962560.0
20576.6 83241331589120.0
20576.64 83240803106816.0
20576.68 83240232681472.0
20576.72 83239637090304.0
20576.76 83239024721920.0
20576.8 83238412353536.0
20576.84 83237774819328.0
20576.88 83237103730688.0
20576.92 83236373921792.0
20576.96 83235543449600.0
20577.0 83234587148288.0
20577.04 83233530183680.0
20577.08 83232557105152.0
20577.12 83231844073472.0
20577.16 83231416254464.0
20577.2 83231139430400.0
20577.24 83230862606336.0
20577.28 83230409621504.0
20577.32 83229830807552.0
20577.36 83229168107520.0
20577.4 83228488630272.0
20577.44 83227817541632.0
20577.48 83227171618816.0
20577.52 83226576027648.0
20577.56 83226081099776.0
20577.6 83225678446592.0
20577.64 83225292570624.0
20577.68 83224839585792.0
20577.72 83224235606016.0
20577.76 83223447076864.0
20577.8 83222515941376.0
20577.84 83221584805888.0
20577.88 83220880162816.0
20577.92 83220477509632.0
20577.96 83220225851392.0
20578.0 83219949027328.0
20578.04 83219529596928.0
20578.08 83219001114624.0
20578.12 83218397134848.0
20578.16 83217759600640.0
20578.2 83217071734784.0
20578.24 83216274817024.0
20578.28 83215276572672.0
20578.32 83213984727040.0
20578.36 83212424445952.0
20578.4 83210973216768.0
20578.44 83210025304064.0
20578.48 83209782034432.0
20578.52 83209882697728.0
20578.56 83209823977472.0
20578.6 83209379381248.0
20578.64 83208800567296.0
20578.68 83208381136896.0
20578.72 83208188198912.0
20578.76 83208062369792.0
20578.8 83207802322944.0
20578.84 83207366115328.0
20578.88 83206804078592.0
20578.92 83206149767168.0
20578.96 83205453512704.0
20579.0 83204782424064.0
20579.04 83204186832896.0
20579.08 83203666739200.0
20579.12 83203155034112.0
20579.16 83202626551808.0
20579.2 83202056126464.0
20579.24 83201460535296.0
20579.28 83200856555520.0
20579.32 83200252575744.0
20579.36 83199640207360.0
20579.4 83199019450368.0
20579.44 83198356750336.0
20579.48 83197584998400.0
20579.52 83196595142656.0
20579.56 83195303297024.0
20579.6 83193868845056.0
20579.64 83192719605760.0
20579.68 83192174346240.0
20579.72 83192098848768.0
20579.76 83191931076608.0
20579.8 83191167713280.0
20579.84 83189674541056.0
20579.88 83187661275136.0
20579.92 83185530568704.0
20579.96 83183735406592.0
20580.0 83182829436928.0
20580.04 83183106260992.0
20580.08 83184221945856.0
20580.12 83185396350976.0
20580.16 83186033885184.0
20580.2 83186084216832.0
20580.24 83185740283904.0
20580.28 83185144692736.0
20580.32 83184280666112.0
20580.36 83183131426816.0
20580.4 83181831192576.0
20580.44 83180740673536.0
20580.48 83180161859584.0
20580.52 83180136693760.0
20580.56 83180296077312.0
20580.6 83180304465920.0
20580.64 83180036030464.0
20580.68 83179557879808.0
20580.72 83178970677248.0
20580.76 83178349920256.0
20580.8 83177720774656.0
20580.84 83177100017664.0
20580.88 83176504426496.0
20580.92 83175925612544.0
20580.96 83175346798592.0
20581.0 83174759596032.0
20581.04 83174164004864.0
20581.08 83173560025088.0
20581.12 83172956045312.0
20581.16 83172352065536.0
20581.2 83171739697152.0
20581.24 83171135717376.0
20581.28 83170531737600.0
20581.32 83169927757824.0
20581.36 83169315389440.0
20581.4 83168711409664.0
20581.44 83168082264064.0
20581.48 83167402786816.0
20581.52 83166547148800.0
20581.56 83165355966464.0
20581.6 83163762130944.0
20581.64 83161992134656.0
20581.68 83160582848512.0
20581.72 83159995645952.0
20581.76 83160196972544.0
20581.8 83160691900416.0
20581.84 83160968724480.0
20581.88 83160750620672.0
20581.92 83160012423168.0
20581.96 83158921904128.0
20582.0 83157822996480.0
20582.04 83157084798976.0
20582.08 83156824752128.0
20582.12 83156807974912.0
20582.16 83156698923008.0
20582.2 83156338212864.0
20582.24 83155751010304.0
20582.28 83155021201408.0
20582.32 83154283003904.0
20582.36 83153645469696.0
20582.4 83153133764608.0
20582.44 83152689168384.0
20582.48 83152227794944.0
20582.52 83151699312640.0
20582.56 83151120498688.0
20582.6 83150524907520.0
20582.64 83149895761920.0
20582.68 83149249839104.0
20582.72 83148570361856.0
20582.76 83147874107392.0
20582.8 83147203018752.0
20582.84 83146590650368.0
20582.88 83146045390848.0
20582.92 83145525297152.0
20582.96 83144996814848.0
20583.0 83144443166720.0
20583.04 83143855964160.0
20583.08 83143260372992.0
20583.12 83142648004608.0
20583.16 83142018859008.0
20583.2 83141364547584.0
20583.24 83140634738688.0
20583.28 83139812655104.0
20583.32 83138831187968.0
20583.36 83137631617024.0
20583.4 83136230719488.0
20583.44 83134938873856.0
20583.48 83134200676352.0
20583.52 83134150344704.0
20583.56 83134452334592.0
20583.6 83134645272576.0
20583.64 83134502666240.0
20583.68 83134091624448.0
20583.72 83133546364928.0
20583.76 83132959162368.0
20583.8 83132355182592.0
20583.84 83131742814208.0
20583.88 83131113668608.0
20583.92 83130450968576.0
20583.96 83129729548288.0
20584.0 83128957796352.0
20584.04 83128211210240.0
20584.08 83127573676032.0
20584.12 83127070359552.0
20584.16 83126634151936.0
20584.2 83126164389888.0
20584.24 83125627518976.0
20584.28 83125031927808.0
20584.32 83124394393600.0
20584.36 83123740082176.0
20584.4 83123110936576.0
20584.44 83122515345408.0
20584.48 83121953308672.0
20584.52 83121382883328.0
20584.56 83120787292160.0
20584.6 83120149757952.0
20584.64 83119445114880.0
20584.68 83118673362944.0
20584.72 83117842890752.0
20584.76 83117012418560.0
20584.8 83116274221056.0
20584.84 83115678629888.0
20584.88 83115225645056.0
20584.92 83114839769088.0
20584.96 83114445504512.0
20585.0 83113992519680.0
20585.04 83113472425984.0
20585.08 83112885223424.0
20585.12 83112230912000.0
20585.16 83111517880320.0
20585.2 83110762905600.0
20585.24 83109965987840.0
20585.28 83109043240960.0
20585.32 83107894001664.0
20585.36 83106526658560.0
20585.4 83105218035712.0
20585.44 83104278511616.0
20585.48 83103775195136.0
20585.52 83103590645760.0
20585.56 83103531925504.0
20585.6 83103431262208.0
20585.64 83103162826752.0
20585.68 83102751784960.0
20585.72 83102290411520.0
20585.76 83101837426688.0
20585.8 83101367664640.0
20585.84 83100805627904.0
20585.88 83100126150656.0
20585.92 83099320844288.0
20585.96 83098381320192.0
20586.0 83097315966976.0
20586.04 83096091230208.0
20586.08 83094656778240.0
20586.12 83093079719936.0
20586.16 83091309723648.0
20586.2 83089338400768.0
20586.24 83087081865216.0
20586.28 83084682723328.0
20586.32 83082006757376.0
20586.36 83079238516736.0
20586.4 83076361224192.0
20586.44 83073433600000.0
20586.48 83070556307456.0
20586.52 83067804844032.0
20586.56 83065279873024.0
20586.6 83063065280512.0
20586.64 83061244952576.0
20586.68 83059869220864.0
20586.72 83058963251200.0
20586.76 83058543820800.0
20586.8 83058585763840.0
20586.84 83059105857536.0
20586.88 83060062158848.0
20586.92 83061404336128.0
20586.96 83063006560256.0
20587.0 83064743002112.0
20587.04 83066496221184.0
20587.08 83068190720000.0
20587.12 83069776166912.0
20587.16 83071277727744.0
20587.2 83072510853120.0
20587.24 83073592983552.0
20587.28 83074373124096.0
20587.32 83074935160832.0
20587.36 83075287482368.0
20587.4 83075488808960.0
20587.44 83075497197568.0
20587.48 83075371368448.0
20587.52 83075119710208.0
20587.56 83074784165888.0
20587.6 83074373124096.0
20587.64 83073911750656.0
20587.68 83073400045568.0
20587.72 83072863174656.0
20587.76 83072301137920.0
20587.8 83071730712576.0
20587.84 83071143510016.0
20587.88 83070556307456.0
20587.92 83069952327680.0
20587.96 83069323182080.0
20588.0 83068610150400.0
20588.04 83067670626304.0
20588.08 83066328449024.0
20588.12 83064592007168.0
20588.16 83062822010880.0
20588.2 83061597274112.0
20588.24 83061186232320.0
20588.28 83061295284224.0
20588.32 83061513388032.0
20588.36 83061639217152.0
20588.4 83061605662720.0
20588.44 83061337227264.0
20588.48 83060808744960.0
20588.52 83060129267712.0
20588.56 83059491733504.0
20588.6 83059013582848.0
20588.64 83058644484096.0
20588.68 83058250219520.0
20588.72 83057763680256.0
20588.76 83057193254912.0
20588.8 83056564109312.0
20588.84 83055884632064.0
20588.88 83055196766208.0
20588.92 83054550843392.0
20588.96 83053972029440.0
20589.0 83053435158528.0
20589.04 83052906676224.0
20589.08 83052327862272.0
20589.12 83051572887552.0
20589.16 83050331373568.0
20589.2 83047907065856.0
20589.24 83043586932736.0
20589.28 83037714907136.0
20589.32 83032513970176.0
20589.36 83030827859968.0
20589.4 83033302499328.0
20589.44 83037664575488.0
20589.48 83041087127552.0
20589.52 83042580299776.0
20589.56 83042823569408.0
20589.6 83042639020032.0
20589.64 83042068594688.0
20589.68 83040575422464.0
20589.72 83037857513472.0
20589.76 83034552401920.0
20589.8 83032245534720.0
20589.84 83032144871424.0
20589.88 83033940033536.0
20589.92 83036137848832.0
20589.96 83037521969152.0
20590.0 83037857513472.0
20590.04 83037379362816.0
20590.08 83036146237440.0
20590.12 83033973587968.0
20590.16 83030836248576.0
20590.2 83027464028160.0
20590.24 83025215881216.0
20590.28 83025090052096.0
20590.32 83026776162304.0
20590.36 83028965588992.0
20590.4 83030509092864.0
20590.44 83031087906816.0
20590.48 83030970466304.0
20590.52 83030475538432.0
20590.56 83029712175104.0
20590.6 83028479049728.0
20590.64 83026373509120.0
20590.68 83023169060864.0
20590.72 83019578736640.0
20590.76 83017187983360.0
20590.8 83017221537792.0
20590.84 83019218026496.0
20590.88 83021550059520.0
20590.92 83022992900096.0
20590.96 83023370387456.0
20591.0 83023118729216.0
20591.04 83022590246912.0
20591.08 83021986267136.0
20591.12 83021331955712.0
20591.16 83020618924032.0
20591.2 83019729731584.0
20591.24 83018479828992.0
20591.28 83016525283328.0
20591.32 83012943347712.0
20591.36 83004764454912.0
20591.4 82985369993216.0
20591.44 82947503816704.0
20591.48 82894236155904.0
20591.52 82847578718208.0
20591.56 82835952107520.0
20591.6 82867174506496.0
20591.64 82920047902720.0
20591.68 82966067806208.0
20591.72 82992542253056.0
20591.76 83003338391552.0
20591.8 83006760943616.0
20591.84 83007935348736.0
20591.88 83008488996864.0
20591.92 83008614825984.0
20591.96 83008329613312.0
20592.0 83007734022144.0
20592.04 83006937104384.0
20592.08 83006106632192.0
20592.12 83005418766336.0
20592.16 83004949004288.0
20592.2 83004613459968.0
20592.24 83004261138432.0
20592.28 83003782987776.0
20592.32 83003170619392.0
20592.36 83002424033280.0
20592.4 83001543229440.0
20592.44 83000477876224.0
20592.48 82999135698944.0
20592.52 82997516697600.0
20592.56 82995872530432.0
20592.6 82994748456960.0
20592.64 82994530353152.0
20592.68 82995033669632.0
20592.72 82995671203840.0
20592.76 82995973193728.0
20592.8 82995838976000.0
20592.84 82995419545600.0
20592.88 82994882674688.0
20592.92 82994295472128.0
20592.96 82993708269568.0
20593.0 82993104289792.0
20593.04 82992508698624.0
20593.08 82991904718848.0
20593.12 82991300739072.0
20593.16 82990696759296.0
20593.2 82990092779520.0
20593.24 82989488799744.0
20593.28 82988884819968.0
20593.32 82988272451584.0
20593.36 82987643305984.0
20593.4 82986921885696.0
20593.44 82986007527424.0
20593.48 82984799567872.0
20593.52 82983331561472.0
20593.56 82981729337344.0
20593.6 82979841900544.0
20593.64 82977056882688.0
20593.68 82973063905280.0
20593.72 82969070927872.0
20593.76 82967359651840.0
20593.8 82969003819008.0
20593.84 82972627697664.0
20593.88 82975882477568.0
20593.92 82977576976384.0
20593.96 82977904132096.0
20594.0 82977585364992.0
20594.04 82977098825728.0
20594.08 82976595509248.0
20594.12 82976092192768.0
20594.16 82975546933248.0
20594.2 82974968119296.0
20594.24 82974372528128.0
20594.28 82973751771136.0
20594.32 82973097459712.0
20594.36 82972384428032.0
20594.4 82971604287488.0
20594.44 82970782203904.0
20594.48 82970018840576.0
20594.52 82969406472192.0
20594.56 82968945098752.0
20594.6 82968550834176.0
20594.64 82968131403776.0
20594.68 82967636475904.0
20594.72 82967082827776.0
20594.76 82966504013824.0
20594.8 82965908422656.0
20594.84 82965304442880.0
20594.88 82964708851712.0
20594.92 82964104871936.0
20594.96 82963500892160.0
20595.0 82962896912384.0
20595.04 82962284544000.0
20595.08 82961680564224.0
20595.12 82961076584448.0
20595.16 82960472604672.0
20595.2 82959868624896.0
20595.24 82959264645120.0
20595.28 82958652276736.0
20595.32 82958048296960.0
20595.36 82957435928576.0
20595.4 82956831948800.0
20595.44 82956219580416.0
20595.48 82955598823424.0
20595.52 82954927734784.0
20595.56 82954105651200.0
20595.6 82952922857472.0
20595.64 82951102529536.0
20595.68 82948703387648.0
20595.72 82946438463488.0
20595.76 82945322778624.0
20595.8 82945725431808.0
20595.84 82946925002752.0
20595.88 82947931635712.0
20595.92 82948258791424.0
20595.96 82948032299008.0
20596.0 82947503816704.0
20596.04 82946849505280.0
20596.08 82946136473600.0
20596.12 82945423441920.0
20596.16 82944735576064.0
20596.2 82944123207680.0
20596.24 82943552782336.0
20596.28 82942990745600.0
20596.32 82942411931648.0
20596.36 82941849894912.0
20596.4 82941338189824.0
20596.44 82940843261952.0
20596.48 82940331556864.0
20596.52 82939777908736.0
20596.56 82939199094784.0
20596.6 82938586726400.0
20596.64 82937907249152.0
20596.68 82937068388352.0
20596.72 82935919149056.0
20596.76 82934417588224.0
20596.8 82932848918528.0
20596.84 82931741622272.0
20596.88 82931414466560.0
20596.92 82931590627328.0
20596.96 82931657736192.0
20597.0 82931162808320.0
20597.04 82930147786752.0
20597.08 82929048879104.0
20597.12 82928335847424.0
20597.16 82928117743616.0
20597.2 82928100966400.0
20597.24 82927975137280.0
20597.28 82927664758784.0
20597.32 82927245328384.0
20597.36 82926758789120.0
20597.4 82926179975168.0
20597.44 82925525663744.0
20597.48 82924871352320.0
20597.52 82924309315584.0
20597.56 82923847942144.0
20597.6 82923403345920.0
20597.64 82922916806656.0
20597.68 82922371547136.0
20597.72 82921792733184.0
20597.76 82921188753408.0
20597.8 82920593162240.0
20597.84 82919989182464.0
20597.88 82919385202688.0
20597.92 82918781222912.0
20597.96 82918177243136.0
20598.0 82917573263360.0
20598.04 82916952506368.0
20598.08 82916306583552.0
20598.12 82915618717696.0
20598.16 82914872131584.0
20598.2 82914125545472.0
20598.24 82913446068224.0
20598.28 82912850477056.0
20598.32 82912263274496.0
20598.36 82911508299776.0
20598.4 82910065459200.0
20598.44 82906441580544.0
20598.48 82897608376320.0
20598.52 82880629833728.0
20598.56 82857418555392.0
20598.6 82837965373440.0
20598.64 82834198888448.0
20598.68 82848409190400.0
20598.72 82870731276288.0
20598.76 82889295265792.0
20598.8 82899487424512.0
20598.84 82903245520896.0
20598.88 82903941775360.0
20598.92 82903631396864.0
20598.96 82903077748736.0
20599.0 82902482157568.0
20599.04 82901869789184.0
20599.08 82901265809408.0
20599.12 82900645052416.0
20599.16 82900024295424.0
20599.2 82899369984000.0
20599.24 82898648563712.0
20599.28 82897809702912.0
20599.32 82896912121856.0
20599.36 82896098426880.0
20599.4 82895502835712.0
20599.44 82895125348352.0
20599.48 82894823358464.0
20599.52 82894445871104.0
20599.56 82893959331840.0
20599.6 82893405683712.0
20599.64 82892810092544.0
20599.68 82892214501376.0
20599.72 82891610521600.0
20599.76 82891006541824.0
20599.8 82890402562048.0
20599.84 82889790193664.0
20599.88 82889186213888.0
20599.92 82888582234112.0
20599.96 82887978254336.0
20600.0 82887374274560.0
20600.04 82886770294784.0
20600.08 82886166315008.0
20600.12 82885562335232.0
20600.16 82884949966848.0
20600.2 82884337598464.0
20600.24 82883733618688.0
20600.28 82883112861696.0
20600.32 82882441773056.0
20600.36 82881577746432.0
20600.4 82880243957760.0
20600.44 82878155194368.0
20600.48 82875412119552.0
20600.52 82872861982720.0
20600.56 82871670800384.0
20600.6 82872224448512.0
20600.64 82873726009344.0
20600.68 82875009466368.0
20600.72 82875504394240.0
20600.76 82875353399296.0
20600.8 82874892025856.0
20600.84 82874321600512.0
20600.88 82873675677696.0
20600.92 82872861982720.0
20600.96 82871796629504.0
20601.0 82870462840832.0
20601.04 82869061943296.0
20601.08 82867904315392.0
20601.12 82867191283712.0
20601.16 82866864128000.0
20601.2 82866704744448.0
20601.24 82866486640640.0
20601.28 82865840717824.0
20601.32 82863961669632.0
20601.36 82859331158016.0
20601.4 82850464399360.0
20601.44 82838183477248.0
20601.48 82827412504576.0
20601.52 82824518434816.0
20601.56 82831271264256.0
20601.6 82842847543296.0
20601.64 82852829986816.0
20601.68 82858383245312.0
20601.72 82860312625152.0
20601.76 82860413288448.0
20601.8 82859834474496.0
20601.84 82859037556736.0
20601.88 82858098032640.0
20601.92 82856764243968.0
20601.96 82854507708416.0
20602.0 82851034824704.0
20602.04 82847150899200.0
20602.08 82844709814272.0
20602.12 82845036969984.0
20602.16 82847503220736.0
20602.2 82850254684160.0
20602.24 82851924017152.0
20602.28 82852385390592.0
20602.32 82852142120960.0
20602.36 82851622027264.0
20602.4 82851043213312.0
20602.44 82850456010752.0
20602.48 82849868808192.0
20602.52 82849256439808.0
20602.56 82848593739776.0
20602.6 82847863930880.0
20602.64 82847067013120.0
20602.68 82846278483968.0
20602.72 82845582229504.0
20602.76 82845028581376.0
20602.8 82844558819328.0
20602.84 82844063891456.0
20602.88 82843493466112.0
20602.92 82842897874944.0
20602.96 82842335838208.0
20603.0 82841815744512.0
20603.04 82841312428032.0
20603.08 82840767168512.0
20603.12 82840188354560.0
20603.16 82839550820352.0
20603.2 82838846177280.0
20603.24 82838057648128.0
20603.28 82837235564544.0
20603.32 82836472201216.0
20603.36 82835868221440.0
20603.4 82835390070784.0
20603.44 82834886754304.0
20603.48 82834224054272.0
20603.52 82833343250432.0
20603.56 82832185622528.0
20603.6 82830675673088.0
20603.64 82828805013504.0
20603.68 82826917576704.0
20603.72 82825701228544.0
20603.76 82825650896896.0
20603.8 82826439426048.0
20603.84 82827253121024.0
20603.88 82827538333696.0
20603.92 82827236343808.0
20603.96 82826523312128.0
20604.0 82825608953856.0
20604.04 82824669429760.0
20604.08 82823847346176.0
20604.12 82823125925888.0
20604.16 82822127681536.0
20604.2 82820122804224.0
20604.24 82816045940736.0
20604.28 82808588468224.0
20604.32 82796575981568.0
20604.36 82779865874432.0
20604.4 82760496578560.0
20604.44 82742947610624.0
20604.48 82732688343040.0
20604.52 82733409763328.0
